date,scheme,block,chainage_m,elevation_m,pipe_diameter_mm,pipe_material,pipe_length_m,flow_lps,expected_pressure_m,measured_pressure_m,number_of_offtakes,irrigation_duration_hr,pressure_difference_m,estimated_head_loss_m,hydraulic_status
2026-05-26,Mwea Smallholder,A,162.5,1293.5,75,PVC,261.9,5.26,36.27,38.13,9,6.4,1.86,0.0,Normal
2026-05-27,Mwea Smallholder,G,3973.5,1238.6,40,PVC,171.0,6.45,41.01,46.88,4,4.1,5.87,0.0,Normal
2026-05-27,Kibugu-Nguviu,B,3290.4,1213.7,25,PVC,501.7,6.0,37.89,32.21,1,6.28,-5.68,5.68,Normal
2026-05-27,Runyenjes East,G,4200.7,1208.2,32,PVC,622.4,6.08,41.03,43.22,7,3.41,2.19,0.0,Normal
2026-05-27,Runyenjes East,B,3786.9,1191.4,75,GI,271.6,2.16,38.37,36.64,7,7.64,-1.73,1.73,Normal
2026-05-27,Embu Green,E,2743.7,976.1,50,PVC,611.9,3.74,48.37,49.67,8,5.2,1.3,0.0,Normal
2026-05-27,Embu Green,A,3282.7,1003.5,50,PVC,364.7,4.57,47.33,50.67,10,3.92,3.34,0.0,High Pressure
2026-05-27,Mwea Smallholder,D,761.9,1031.9,32,HDPE,374.6,4.05,51.91,41.57,2,4.31,-10.34,10.34,Normal
2026-05-27,Embu Green,D,711.4,1105.3,63,PVC,248.3,2.72,43.63,45.02,10,1.12,1.39,0.0,Normal
2026-05-27,Runyenjes East,A,1836.7,1075.4,90,GI,757.3,2.95,38.09,40.36,5,0.93,2.27,0.0,Normal
2026-05-27,Runyenjes East,G,1494.2,1069.1,50,GI,595.8,6.4,45.26,45.68,3,0.77,0.42,0.0,Normal
2026-05-28,Runyenjes East,E,3418.1,1287.3,40,HDPE,501.0,1.55,30.99,28.08,9,4.53,-2.91,2.91,Normal
2026-05-28,Runyenjes East,B,4344.8,999.4,32,PVC,626.0,4.59,46.04,50.64,11,2.18,4.6,0.0,High Pressure
2026-05-28,Embu Green,G,301.7,1120.8,40,PVC,68.5,6.39,50.08,44.64,9,7.31,-5.44,5.44,Normal
2026-05-28,Runyenjes East,E,2682.6,958.3,32,PVC,768.2,4.67,43.9,45.2,2,4.57,1.3,0.0,Normal
2026-05-28,Mwea Smallholder,C,3406.1,1308.1,50,HDPE,379.9,5.76,31.72,29.82,2,0.92,-1.9,1.9,Normal
2026-05-28,Mwea Smallholder,H,848.0,952.2,40,PVC,721.7,4.13,48.18,48.63,6,5.96,0.45,0.0,Normal
2026-05-28,Mwea Smallholder,B,4736.1,1325.3,50,PVC,402.4,4.52,34.05,33.01,4,5.49,-1.04,1.04,Normal
2026-05-28,Mwea Smallholder,H,2318.2,1099.2,40,GI,786.8,4.28,42.61,40.59,8,1.28,-2.02,2.02,Normal
2026-05-28,Runyenjes East,G,3188.6,1105.4,40,PVC,135.4,3.03,48.83,48.63,8,3.89,-0.2,0.2,Normal
2026-05-29,Runyenjes East,F,1437.5,1221.8,90,HDPE,80.7,3.95,46.45,47.17,11,0.59,0.72,0.0,Normal
2026-05-29,Kibugu-Nguviu,G,2590.3,964.5,75,PVC,439.4,2.44,46.38,34.71,5,7.2,-11.67,11.67,Normal
2026-05-29,Runyenjes East,H,3179.4,1285.3,25,PVC,41.8,5.14,42.23,47.48,7,4.94,5.25,0.0,Normal
2026-05-29,Mwea Smallholder,C,1118.5,1299.0,63,HDPE,223.0,7.85,38.05,42.65,9,6.19,4.6,0.0,Normal
2026-05-29,Embu Green,E,453.1,1318.6,32,HDPE,787.8,7.26,29.62,25.94,2,3.67,-3.68,3.68,Normal
2026-05-29,Embu Green,A,3271.8,1265.0,32,HDPE,184.5,7.3,42.14,35.17,8,4.05,-6.97,6.97,Normal
2026-05-30,Runyenjes East,G,2196.6,1269.3,75,HDPE,487.7,6.82,36.59,33.76,9,3.47,-2.83,2.83,Normal
2026-05-30,Runyenjes East,B,624.6,1002.8,40,GI,471.2,3.94,50.76,49.58,9,1.08,-1.18,1.18,Normal
2026-05-30,Runyenjes East,F,4930.6,954.2,25,PVC,55.2,7.12,51.72,51.62,3,0.82,-0.1,0.1,High Pressure
2026-05-30,Mwea Smallholder,H,3354.9,1252.7,50,HDPE,387.6,6.88,39.96,39.87,2,5.89,-0.09,0.09,Normal
2026-05-30,Mwea Smallholder,A,379.3,1289.4,50,PVC,659.1,8.88,32.25,28.85,11,3.14,-3.4,3.4,Normal
2026-05-30,Runyenjes East,E,3159.1,975.9,50,PVC,647.1,4.83,45.82,39.31,4,5.39,-6.51,6.51,Normal
2026-05-30,Mwea Smallholder,E,2900.9,1033.4,90,HDPE,613.1,3.03,51.46,44.95,4,3.23,-6.51,6.51,Normal
2026-05-30,Runyenjes East,H,982.0,1313.2,50,PVC,59.3,7.0,35.98,37.2,2,5.19,1.22,0.0,Normal
2026-05-30,Runyenjes East,A,3240.7,1314.9,50,HDPE,134.6,5.25,36.26,36.58,10,3.12,0.32,0.0,Normal
2026-05-31,Runyenjes East,A,4233.4,1184.4,75,GI,441.7,8.55,39.05,41.81,6,4.17,2.76,0.0,Normal
2026-05-31,Embu Green,E,1479.7,1028.7,75,HDPE,665.4,7.53,39.64,37.83,1,3.26,-1.81,1.81,Normal
2026-05-31,Runyenjes East,C,3057.6,1266.2,50,HDPE,768.6,4.3,32.83,28.67,3,3.02,-4.16,4.16,Normal
2026-05-31,Runyenjes East,G,4643.8,1242.4,90,PVC,641.3,6.04,31.71,35.6,1,7.9,3.89,0.0,Normal
2026-05-31,Embu Green,H,802.7,1195.8,50,PVC,388.2,1.97,38.78,44.09,9,3.28,5.31,0.0,Normal
2026-05-31,Kibugu-Nguviu,E,4362.7,1046.2,40,PVC,775.6,5.88,41.95,49.08,3,7.0,7.13,0.0,Normal
2026-05-31,Runyenjes East,F,706.8,1094.3,50,HDPE,710.8,6.4,37.88,39.66,7,3.33,1.78,0.0,Normal
2026-05-31,Embu Green,D,3626.8,1302.3,50,HDPE,338.6,4.87,29.54,22.04,4,5.13,-7.5,7.5,Normal
2026-05-31,Mwea Smallholder,E,1941.8,1296.3,63,PVC,88.4,10.14,43.22,33.76,2,3.68,-9.46,9.46,Normal
2026-05-31,Kibugu-Nguviu,F,410.0,1257.2,50,HDPE,115.9,2.68,44.04,40.58,1,3.0,-3.46,3.46,Normal
2026-06-01,Embu Green,G,3674.4,1293.9,25,PVC,382.7,3.5,36.39,38.05,2,7.62,1.66,0.0,Normal
2026-06-01,Kibugu-Nguviu,E,4820.5,1309.2,50,PVC,709.0,5.44,29.28,28.59,6,3.34,-0.69,0.69,Normal
2026-06-02,Embu Green,E,77.8,1243.5,75,HDPE,267.2,4.67,37.19,33.53,9,2.46,-3.66,3.66,Normal
2026-06-02,Kibugu-Nguviu,D,1643.6,1306.5,50,HDPE,214.4,4.22,30.58,35.22,10,4.79,4.64,0.0,Normal
2026-06-02,Mwea Smallholder,A,445.8,1306.6,90,PVC,387.8,5.99,32.35,38.6,3,1.24,6.25,0.0,Normal
2026-06-02,Embu Green,B,3147.7,1127.1,63,PVC,508.8,5.65,38.66,41.38,5,3.59,2.72,0.0,Normal
2026-06-02,Runyenjes East,G,4713.2,1148.7,40,GI,180.6,3.74,44.92,43.32,5,2.13,-1.6,1.6,Normal
2026-06-02,Embu Green,C,3581.6,1334.9,50,PVC,90.2,3.47,33.39,29.42,5,2.05,-3.97,3.97,Normal
2026-06-02,Runyenjes East,F,905.1,1328.5,40,HDPE,240.7,7.19,37.27,33.81,6,7.83,-3.46,3.46,Normal
2026-06-02,Embu Green,D,1518.6,1279.7,32,PVC,438.7,2.22,36.32,35.45,9,5.2,-0.87,0.87,Normal
2026-06-02,Embu Green,D,337.5,1046.5,63,HDPE,630.2,5.78,44.52,42.75,1,1.6,-1.77,1.77,Normal
2026-06-02,Embu Green,B,1892.3,1150.1,90,PVC,510.9,5.88,41.69,37.73,3,3.35,-3.96,3.96,Normal
2026-06-03,Kibugu-Nguviu,A,2374.5,1298.6,63,GI,251.2,3.42,34.52,39.06,1,5.59,4.54,0.0,Normal
2026-06-03,Embu Green,H,463.5,950.6,50,HDPE,674.1,3.68,46.7,44.28,10,3.89,-2.42,2.42,Normal
2026-06-03,Runyenjes East,E,1883.9,1189.8,63,PVC,739.9,7.57,33.76,22.74,11,2.35,-11.02,11.02,Normal
2026-06-03,Runyenjes East,F,289.4,1334.4,63,PVC,750.3,6.24,24.89,22.63,7,4.52,-2.26,2.26,Normal
2026-06-03,Mwea Smallholder,D,1220.5,1012.9,63,PVC,557.8,4.12,50.77,49.9,8,2.3,-0.87,0.87,Normal
2026-06-03,Mwea Smallholder,G,3210.8,1110.3,63,PVC,97.4,4.89,46.1,37.23,4,5.2,-8.87,8.87,Normal
2026-06-03,Kibugu-Nguviu,A,4383.4,1108.3,32,PVC,685.0,5.82,40.65,40.34,9,7.62,-0.31,0.31,Normal
2026-06-03,Embu Green,H,371.1,1113.6,50,PVC,690.4,3.98,39.01,36.26,6,6.53,-2.75,2.75,Normal
2026-06-04,Mwea Smallholder,G,2240.3,1212.2,75,PVC,757.7,8.26,39.8,40.0,3,6.32,0.2,0.0,Normal
2026-06-04,Kibugu-Nguviu,A,4491.5,1019.7,40,HDPE,416.4,6.18,46.04,38.15,6,2.09,-7.89,7.89,Normal
2026-06-04,Embu Green,A,3262.7,1114.4,75,PVC,490.4,10.26,40.32,36.04,10,6.58,-4.28,4.28,Normal
2026-06-04,Runyenjes East,D,2529.0,1187.9,75,PVC,534.7,3.38,36.89,35.11,3,1.14,-1.78,1.78,Normal
2026-06-04,Mwea Smallholder,F,2033.6,1045.4,32,PVC,757.3,7.99,37.54,34.75,10,1.69,-2.79,2.79,Normal
2026-06-04,Kibugu-Nguviu,C,580.4,1304.3,32,PVC,751.0,1.88,24.49,18.64,6,3.36,-5.85,5.85,Normal
2026-06-04,Mwea Smallholder,H,2335.3,1193.5,50,PVC,149.1,4.99,45.25,46.05,2,6.53,0.8,0.0,Normal
2026-06-04,Embu Green,A,4081.9,1205.2,75,PVC,148.1,6.47,41.04,38.32,1,1.06,-2.72,2.72,Normal
2026-06-04,Mwea Smallholder,F,3671.8,1029.2,90,HDPE,270.6,4.48,41.91,45.72,11,2.9,3.81,0.0,Normal
2026-06-05,Mwea Smallholder,C,422.9,1154.0,63,PVC,438.3,3.34,42.41,46.94,3,7.99,4.53,0.0,Normal
2026-06-05,Kibugu-Nguviu,F,3821.5,1101.9,75,HDPE,476.3,0.9,42.17,41.71,8,1.94,-0.46,0.46,Normal
2026-06-05,Mwea Smallholder,A,4329.5,1103.7,50,HDPE,452.8,2.56,43.05,34.96,7,0.78,-8.09,8.09,Normal
2026-06-05,Mwea Smallholder,F,224.2,1040.3,32,PVC,725.3,3.34,44.39,48.57,7,7.03,4.18,0.0,Normal
2026-06-06,Kibugu-Nguviu,D,379.0,1098.8,50,PVC,715.0,6.91,41.7,42.37,3,1.36,0.67,0.0,Normal
2026-06-06,Embu Green,D,594.8,1235.0,63,HDPE,87.7,2.54,39.48,52.42,9,0.52,12.94,0.0,High Pressure
2026-06-06,Kibugu-Nguviu,F,2322.5,1033.8,40,PVC,157.3,7.74,44.54,42.96,6,2.79,-1.58,1.58,Normal
2026-06-06,Embu Green,E,4492.5,1066.0,40,GI,552.1,2.24,42.91,38.92,8,1.99,-3.99,3.99,Normal
2026-06-06,Runyenjes East,B,3824.8,1052.6,40,PVC,498.7,7.81,41.97,36.39,7,5.07,-5.58,5.58,Normal
2026-06-06,Runyenjes East,H,830.6,1205.0,50,PVC,96.8,6.04,37.47,42.75,2,4.91,5.28,0.0,Normal
2026-06-07,Runyenjes East,H,1799.5,1028.6,40,HDPE,444.2,2.68,47.02,51.02,6,4.21,4.0,0.0,High Pressure
2026-06-07,Mwea Smallholder,G,723.0,1205.9,32,GI,361.3,4.68,36.95,44.25,8,3.16,7.3,0.0,Normal
2026-06-07,Embu Green,F,2600.3,973.1,32,PVC,428.8,2.68,58.04,58.1,6,2.12,0.06,0.0,High Pressure
2026-06-07,Kibugu-Nguviu,F,332.7,1159.9,40,PVC,166.4,2.85,42.34,43.63,11,6.42,1.29,0.0,Normal
2026-06-08,Kibugu-Nguviu,A,1000.5,1058.6,32,HDPE,271.9,5.93,44.37,47.35,11,1.44,2.98,0.0,Normal
2026-06-08,Embu Green,D,2926.8,1240.0,63,PVC,290.9,1.76,36.48,33.19,11,4.49,-3.29,3.29,Normal
2026-06-08,Mwea Smallholder,F,304.5,1246.5,63,PVC,484.4,6.05,36.08,34.94,10,7.6,-1.14,1.14,Normal
2026-06-08,Embu Green,G,2628.2,1339.9,50,GI,666.1,3.07,31.12,34.11,1,5.52,2.99,0.0,Normal
2026-06-08,Runyenjes East,C,3523.6,1281.0,50,PVC,499.9,3.7,36.69,34.67,2,2.96,-2.02,2.02,Normal
2026-06-09,Kibugu-Nguviu,G,2108.2,1113.2,75,GI,144.1,5.55,44.29,42.81,6,4.44,-1.48,1.48,Normal
2026-06-09,Kibugu-Nguviu,A,1306.9,1240.7,63,HDPE,675.8,4.98,30.56,27.72,8,6.26,-2.84,2.84,Normal
2026-06-09,Runyenjes East,H,4578.8,986.0,90,HDPE,357.0,1.62,43.72,43.47,8,0.89,-0.25,0.25,Normal
2026-06-09,Mwea Smallholder,C,2736.6,1049.4,90,PVC,211.9,4.42,49.45,47.95,11,5.38,-1.5,1.5,Normal
2026-06-09,Mwea Smallholder,E,956.7,1015.2,63,PVC,136.3,7.15,46.07,54.72,4,3.06,8.65,0.0,High Pressure
2026-06-09,Mwea Smallholder,E,1325.4,1201.5,63,GI,203.8,5.03,38.98,41.42,7,5.01,2.44,0.0,Normal
2026-06-09,Kibugu-Nguviu,C,929.5,967.5,32,HDPE,43.0,5.4,54.08,59.94,10,6.77,5.86,0.0,High Pressure
2026-06-09,Kibugu-Nguviu,G,3869.1,1263.1,50,PVC,713.3,7.12,32.67,24.42,2,7.26,-8.25,8.25,Normal
2026-06-10,Mwea Smallholder,H,1077.8,1097.6,50,PVC,646.0,1.52,37.94,42.44,4,6.17,4.5,0.0,Normal
2026-06-10,Embu Green,C,1094.6,1291.1,50,GI,564.0,1.79,34.57,31.58,7,2.8,-2.99,2.99,Normal
2026-06-10,Mwea Smallholder,A,1289.5,968.6,63,PVC,356.6,5.3,52.73,53.17,9,2.74,0.44,0.0,High Pressure
2026-06-10,Kibugu-Nguviu,A,4552.9,1348.7,40,GI,589.4,5.6,24.12,20.88,11,3.34,-3.24,3.24,Normal
2026-06-11,Mwea Smallholder,A,4309.6,1323.5,75,PVC,704.2,0.5,27.1,22.82,1,2.75,-4.28,4.28,Normal
2026-06-11,Embu Green,B,651.9,1007.1,63,PVC,97.7,2.9,53.24,47.34,7,1.99,-5.9,5.9,Normal
2026-06-11,Embu Green,E,3162.2,1071.0,50,PVC,170.7,4.59,50.63,48.07,1,4.45,-2.56,2.56,Normal
2026-06-12,Kibugu-Nguviu,A,3959.0,1139.8,90,PVC,474.2,6.0,46.54,40.48,2,7.15,-6.06,6.06,Normal
2026-06-12,Embu Green,E,1165.9,1032.1,75,PVC,729.8,3.26,40.06,39.53,6,6.16,-0.53,0.53,Normal
2026-06-12,Embu Green,F,4860.2,1068.2,75,GI,499.6,5.3,44.94,47.21,7,5.17,2.27,0.0,Normal
2026-06-12,Mwea Smallholder,H,3367.7,985.7,32,PVC,789.5,4.52,46.95,47.66,4,7.36,0.71,0.0,Normal
2026-06-12,Mwea Smallholder,C,2746.1,1200.8,90,PVC,672.0,2.54,35.08,28.52,5,3.73,-6.56,6.56,Normal
2026-06-13,Kibugu-Nguviu,A,602.4,1163.2,75,GI,74.5,5.79,43.0,42.57,4,5.41,-0.43,0.43,Normal
2026-06-13,Mwea Smallholder,G,1307.6,984.5,50,HDPE,55.9,8.34,47.09,42.34,7,2.63,-4.75,4.75,Normal
2026-06-13,Mwea Smallholder,G,2249.8,986.8,50,PVC,306.9,5.24,46.94,41.38,5,5.35,-5.56,5.56,Normal
2026-06-13,Runyenjes East,A,945.6,995.0,75,PVC,119.3,5.22,48.89,53.81,5,3.31,4.92,0.0,High Pressure
2026-06-13,Kibugu-Nguviu,E,1701.1,1143.5,63,PVC,654.9,3.18,40.76,35.53,2,0.87,-5.23,5.23,Normal
2026-06-13,Kibugu-Nguviu,H,1026.9,1104.6,63,PVC,52.7,7.08,50.55,50.13,9,3.11,-0.42,0.42,High Pressure
2026-06-13,Mwea Smallholder,E,3437.9,1159.0,25,HDPE,768.8,0.5,39.54,40.0,7,6.44,0.46,0.0,Normal
2026-06-13,Embu Green,A,2669.6,1303.9,75,PVC,557.2,9.49,30.93,30.43,4,7.11,-0.5,0.5,Normal
2026-06-14,Runyenjes East,H,2298.3,1216.3,50,PVC,527.3,4.7,31.93,33.64,2,4.49,1.71,0.0,Normal
2026-06-14,Kibugu-Nguviu,E,39.1,1166.7,32,HDPE,573.2,3.28,29.77,37.29,8,1.47,7.52,0.0,Normal
2026-06-14,Embu Green,D,2955.1,1058.9,40,HDPE,768.2,5.65,38.93,32.07,9,3.4,-6.86,6.86,Normal
2026-06-14,Runyenjes East,F,4837.0,962.4,90,HDPE,336.2,6.2,50.03,55.37,9,5.95,5.34,0.0,High Pressure
2026-06-14,Embu Green,E,4463.5,1020.1,63,GI,295.5,6.21,52.13,43.67,1,3.56,-8.46,8.46,Normal
2026-06-14,Runyenjes East,A,1101.0,1241.5,40,PVC,100.3,6.57,35.97,30.4,2,5.44,-5.57,5.57,Normal
2026-06-14,Runyenjes East,D,4047.8,1238.3,40,PVC,176.2,5.33,39.94,40.03,10,7.71,0.09,0.0,Normal
2026-06-14,Mwea Smallholder,E,1158.6,1279.1,63,PVC,256.0,5.53,38.96,40.04,8,6.65,1.08,0.0,Normal
2026-06-14,Kibugu-Nguviu,C,4603.8,1078.7,63,PVC,391.7,4.3,48.42,43.37,6,0.67,-5.05,5.05,Normal
2026-06-14,Kibugu-Nguviu,E,1437.2,1349.5,75,PVC,121.4,7.2,41.66,36.16,6,3.22,-5.5,5.5,Normal
2026-06-15,Mwea Smallholder,C,1112.7,1058.4,25,HDPE,658.3,4.22,40.63,43.31,9,5.56,2.68,0.0,Normal
2026-06-15,Embu Green,F,1188.3,1039.8,50,PVC,101.7,5.84,48.34,44.57,8,5.07,-3.77,3.77,Normal
2026-06-15,Runyenjes East,E,4584.6,1187.0,32,PVC,656.7,1.62,27.04,29.47,6,5.73,2.43,0.0,Normal
2026-06-15,Mwea Smallholder,F,1274.1,965.0,32,PVC,194.6,4.95,47.9,44.28,8,0.54,-3.62,3.62,Normal
2026-06-15,Embu Green,H,3392.0,1116.7,90,PVC,704.0,2.39,34.39,28.09,8,6.83,-6.3,6.3,Normal
2026-06-15,Mwea Smallholder,A,1251.3,1235.8,40,GI,751.1,7.7,28.86,28.85,2,2.22,-0.01,0.01,Normal
2026-06-15,Mwea Smallholder,F,3003.6,1253.5,25,GI,677.6,4.53,31.96,32.85,5,5.71,0.89,0.0,Normal
2026-06-15,Embu Green,G,2288.8,1143.2,75,PVC,153.3,3.63,39.76,32.11,10,5.71,-7.65,7.65,Normal
2026-06-15,Embu Green,D,1589.9,1087.7,90,HDPE,58.8,7.98,43.26,37.46,10,6.46,-5.8,5.8,Normal
2026-06-16,Runyenjes East,B,368.5,1246.0,90,GI,499.3,2.4,40.59,40.11,9,4.22,-0.48,0.48,Normal
2026-06-16,Kibugu-Nguviu,H,3360.2,1132.3,40,GI,675.4,6.96,40.61,40.04,10,4.92,-0.57,0.57,Normal
2026-06-16,Kibugu-Nguviu,H,3856.0,1271.0,50,PVC,375.9,3.41,30.86,30.02,7,5.31,-0.84,0.84,Normal
2026-06-16,Runyenjes East,B,4804.0,1175.8,63,PVC,648.5,6.61,32.11,27.29,10,3.78,-4.82,4.82,Normal
2026-06-16,Mwea Smallholder,F,4765.7,1326.2,75,PVC,88.1,4.07,37.43,41.31,5,2.78,3.88,0.0,Normal
2026-06-16,Mwea Smallholder,D,1622.1,1275.5,40,PVC,48.1,7.88,44.71,48.79,7,7.52,4.08,0.0,Normal
2026-06-16,Kibugu-Nguviu,G,2880.7,962.7,32,PVC,76.5,3.74,55.42,58.04,9,6.74,2.62,0.0,High Pressure
2026-06-17,Embu Green,C,4736.5,1001.9,25,PVC,412.0,6.98,48.85,49.94,3,1.76,1.09,0.0,Normal
2026-06-17,Runyenjes East,B,3367.4,1300.3,75,HDPE,365.3,4.22,31.64,35.66,9,7.26,4.02,0.0,Normal
2026-06-17,Runyenjes East,C,3166.4,1044.2,63,PVC,589.1,3.99,44.7,47.86,3,5.34,3.16,0.0,Normal
2026-06-17,Runyenjes East,H,4508.0,1108.8,32,PVC,180.0,5.23,44.91,48.08,11,3.92,3.17,0.0,Normal
2026-06-17,Runyenjes East,F,4106.7,1221.1,63,PVC,69.5,4.42,43.67,49.24,8,4.16,5.57,0.0,Normal
2026-06-17,Runyenjes East,C,1090.1,1161.4,25,PVC,515.0,5.85,38.4,32.86,2,3.91,-5.54,5.54,Normal
2026-06-17,Embu Green,H,4966.8,1163.8,25,HDPE,760.8,5.31,40.8,41.91,4,3.46,1.11,0.0,Normal
2026-06-18,Embu Green,D,4833.1,1254.9,40,PVC,396.4,5.14,36.52,36.77,7,5.05,0.25,0.0,Normal
2026-06-18,Mwea Smallholder,D,3336.3,1220.5,40,HDPE,268.6,2.42,37.87,37.74,1,3.16,-0.13,0.13,Normal
2026-06-18,Runyenjes East,D,1651.8,1158.5,40,PVC,467.5,5.8,44.94,45.43,2,5.95,0.49,0.0,Normal
2026-06-18,Kibugu-Nguviu,D,1650.9,1075.8,32,PVC,649.6,5.3,41.84,43.8,4,1.17,1.96,0.0,Normal
2026-06-19,Kibugu-Nguviu,C,1311.9,1204.0,32,PVC,275.2,5.16,45.25,43.08,1,2.07,-2.17,2.17,Normal
2026-06-19,Runyenjes East,F,4753.8,970.8,75,HDPE,539.9,6.88,50.67,51.61,7,4.91,0.94,0.0,High Pressure
2026-06-19,Embu Green,A,3362.7,1336.1,63,PVC,690.7,8.27,26.42,34.23,7,6.09,7.81,0.0,Normal
2026-06-19,Mwea Smallholder,B,2437.7,1012.4,90,PVC,785.2,7.72,40.52,36.74,8,4.91,-3.78,3.78,Normal
2026-06-19,Embu Green,G,4514.7,1158.3,40,PVC,302.9,5.28,41.84,43.63,7,7.55,1.79,0.0,Normal
2026-06-19,Kibugu-Nguviu,D,2224.0,1109.7,63,HDPE,45.4,4.01,47.73,41.91,7,5.3,-5.82,5.82,Normal
2026-06-19,Kibugu-Nguviu,D,315.8,1164.3,63,PVC,259.1,4.13,43.4,43.04,10,1.06,-0.36,0.36,Normal
2026-06-19,Kibugu-Nguviu,H,2645.8,1053.4,75,PVC,584.7,5.19,44.69,42.33,10,4.77,-2.36,2.36,Normal
2026-06-19,Runyenjes East,C,4995.9,1156.9,40,PVC,611.1,3.72,35.56,31.67,11,5.94,-3.89,3.89,Normal
2026-06-19,Runyenjes East,H,775.8,1275.3,63,PVC,712.3,6.86,36.18,36.64,1,4.71,0.46,0.0,Normal
2026-06-19,Mwea Smallholder,C,1965.5,951.6,32,PVC,392.7,7.3,53.97,50.55,9,2.18,-3.42,3.42,High Pressure
2026-06-20,Kibugu-Nguviu,G,3837.3,974.5,63,PVC,627.3,6.49,46.57,32.77,6,4.55,-13.8,13.8,Normal
2026-06-20,Embu Green,D,2159.0,1182.8,63,PVC,523.8,10.36,37.21,38.49,7,6.91,1.28,0.0,Normal
2026-06-20,Runyenjes East,F,1511.0,1261.0,75,PVC,136.5,8.75,39.14,44.05,3,2.72,4.91,0.0,Normal
2026-06-20,Embu Green,H,2284.5,1037.6,75,HDPE,359.1,4.02,43.74,38.66,3,7.26,-5.08,5.08,Normal
2026-06-20,Mwea Smallholder,C,4618.1,1293.8,40,PVC,267.2,6.11,38.14,35.64,1,4.15,-2.5,2.5,Normal
2026-06-20,Mwea Smallholder,A,1644.6,1062.5,32,PVC,677.1,4.61,41.81,45.05,11,4.43,3.24,0.0,Normal
2026-06-20,Embu Green,G,3024.5,999.6,25,PVC,115.2,9.67,48.98,42.84,4,3.47,-6.14,6.14,Normal
2026-06-20,Mwea Smallholder,G,3592.6,1067.0,63,PVC,80.8,5.38,49.24,49.09,5,1.9,-0.15,0.15,Normal
2026-06-20,Kibugu-Nguviu,C,386.4,1274.8,63,HDPE,342.9,2.87,37.64,41.15,1,6.3,3.51,0.0,Normal
2026-06-21,Runyenjes East,C,411.8,1184.4,63,PVC,302.2,6.53,41.56,44.75,1,1.46,3.19,0.0,Normal
2026-06-21,Kibugu-Nguviu,C,1583.0,1276.7,40,PVC,760.7,3.77,33.02,30.52,5,3.6,-2.5,2.5,Normal
2026-06-21,Kibugu-Nguviu,B,3303.4,1013.0,90,PVC,406.0,9.63,46.13,41.97,11,3.66,-4.16,4.16,Normal
2026-06-22,Mwea Smallholder,D,1507.6,996.8,90,HDPE,620.9,1.95,46.58,42.45,1,6.6,-4.13,4.13,Normal
2026-06-22,Embu Green,G,2249.7,1025.3,50,HDPE,141.4,7.24,47.95,45.63,2,1.08,-2.32,2.32,Normal
2026-06-22,Mwea Smallholder,F,4756.5,1223.4,75,PVC,469.3,6.32,30.79,31.28,11,1.29,0.49,0.0,Normal
2026-06-22,Runyenjes East,F,426.6,1155.0,32,PVC,108.7,2.88,45.46,43.29,5,4.4,-2.17,2.17,Normal
2026-06-23,Embu Green,H,871.6,1183.6,40,HDPE,469.8,4.45,39.4,36.47,11,2.92,-2.93,2.93,Normal
2026-06-23,Kibugu-Nguviu,C,1540.9,1152.9,32,PVC,614.5,4.05,38.57,41.79,7,3.24,3.22,0.0,Normal
2026-06-23,Mwea Smallholder,A,64.2,1232.2,40,HDPE,795.8,7.72,29.46,25.45,11,7.42,-4.01,4.01,Normal
2026-06-23,Runyenjes East,F,1206.4,1226.1,32,PVC,350.8,1.79,40.21,38.96,6,5.5,-1.25,1.25,Normal
2026-06-23,Runyenjes East,C,4675.9,1192.8,75,PVC,308.2,10.44,43.91,39.12,6,1.81,-4.79,4.79,Normal
2026-06-24,Mwea Smallholder,C,1394.3,1246.8,50,PVC,161.7,7.07,37.69,37.86,11,1.42,0.17,0.0,Normal
2026-06-24,Runyenjes East,H,202.3,1143.7,50,HDPE,611.0,5.05,33.99,34.59,11,2.73,0.6,0.0,Normal
2026-06-24,Runyenjes East,E,1787.5,1347.0,32,GI,151.8,3.93,34.49,34.07,8,7.12,-0.42,0.42,Normal
2026-06-24,Kibugu-Nguviu,H,4226.1,1240.2,40,PVC,217.5,4.54,43.73,44.54,11,2.21,0.81,0.0,Normal
2026-06-24,Embu Green,D,3398.7,1309.4,63,PVC,418.8,4.16,36.68,25.33,3,6.94,-11.35,11.35,Normal
2026-06-24,Runyenjes East,G,1716.7,1118.2,40,PVC,551.1,3.61,41.26,45.16,5,0.71,3.9,0.0,Normal
2026-06-24,Runyenjes East,E,4980.6,988.4,32,PVC,307.7,6.21,45.65,44.9,1,1.77,-0.75,0.75,Normal
2026-06-24,Mwea Smallholder,A,784.9,1221.3,90,PVC,745.3,4.26,29.37,31.61,1,6.12,2.24,0.0,Normal
2026-06-24,Mwea Smallholder,B,4716.8,1021.3,32,PVC,501.3,0.92,50.0,53.0,8,5.78,3.0,0.0,High Pressure
2026-06-24,Embu Green,H,3223.2,1113.7,75,HDPE,721.9,5.66,37.93,44.53,11,0.58,6.6,0.0,Normal
2026-06-25,Kibugu-Nguviu,D,3431.2,1266.6,75,GI,509.4,3.85,32.63,32.92,6,2.04,0.29,0.0,Normal
2026-06-25,Kibugu-Nguviu,C,799.9,1197.3,75,PVC,484.3,5.35,35.96,44.59,1,0.99,8.63,0.0,Normal
